,carat,cut,color,clarity,depth,table,x,y,z,price
41166,0.38,Ideal,D,VVS2,61.5,56.0,4.64,4.66,2.86,1200
9426,1.28,Premium,H,SI2,62.4,56.0,6.97,6.89,4.34,4588
19516,1.09,Ideal,G,VVS2,62.0,54.8,6.6,6.63,4.1,8149
40528,0.54,Ideal,I,VS1,61.5,56.0,5.24,5.26,3.23,1147
42361,0.61,Good,I,VS2,63.4,55.0,5.42,5.46,3.45,1303
17621,1.15,Ideal,I,VS1,61.7,56.0,6.73,6.76,4.16,7096
6011,0.91,Premium,E,SI1,61.9,61.0,6.14,6.11,3.79,3961
14377,0.3,Ideal,G,VS1,61.8,54.0,4.29,4.32,2.66,605
18329,1.04,Ideal,G,VS1,62.3,56.0,6.45,6.49,4.03,7457
15760,1.02,Very Good,G,VS1,62.6,58.0,6.36,6.46,4.01,6301
5388,0.3,Ideal,G,SI1,62.8,56.0,4.32,4.28,2.7,574
14696,1.0,Very Good,F,VS2,58.7,62.0,6.51,6.6,3.85,5929
10005,1.01,Premium,E,VS2,60.8,58.0,6.43,6.4,3.9,4706
11765,1.1,Ideal,E,SI2,61.6,56.0,6.61,6.64,4.08,5082
10011,1.01,Very Good,H,SI1,63.3,57.0,6.41,6.36,4.04,4707
29655,0.35,Very Good,F,VS2,61.1,62.0,4.5,4.54,2.76,706
37862,0.34,Ideal,F,VVS2,61.8,55.0,4.46,4.51,2.77,1003
8576,1.0,Premium,E,SI1,60.3,62.0,6.52,6.43,3.91,4435
26880,1.71,Ideal,G,VS2,61.8,57.0,7.7,7.6,4.73,16817
7687,1.1,Ideal,J,SI1,62.2,55.0,6.62,6.65,4.13,4275
34902,0.33,Ideal,F,VVS1,61.7,55.0,4.42,4.46,2.74,880
20061,0.31,Very Good,G,VS1,63.0,57.0,4.28,4.32,2.71,625
12880,1.14,Very Good,H,SI1,62.9,59.0,6.62,6.64,4.17,5367
17744,1.56,Premium,J,VS1,61.3,59.0,7.54,7.49,4.61,7144
12822,1.02,Premium,G,VS2,61.5,59.0,6.45,6.4,3.95,5346
33346,0.41,Ideal,G,VS2,62.7,56.0,4.71,4.76,2.97,827
10660,1.2,Very Good,I,SI1,63.1,58.0,6.72,6.66,4.22,4838
9844,1.01,Premium,I,VS2,62.5,58.0,6.44,6.39,4.01,4676
10244,1.0,Very Good,F,SI2,63.3,60.0,6.32,6.25,3.98,4749
41210,0.51,Premium,E,SI2,60.3,56.0,5.22,5.19,3.14,1205
42153,0.53,Good,H,VS1,57.6,64.0,5.41,5.36,3.1,1282
3942,0.8,Very Good,D,SI1,62.9,60.0,5.89,5.94,3.72,3502
20822,1.0,Premium,E,VVS2,62.7,60.0,6.34,6.32,3.97,9050
34779,0.41,Premium,D,SI2,61.9,58.0,4.73,4.71,2.92,876
15306,1.24,Premium,G,SI1,58.9,58.0,7.08,6.98,4.14,6145
51119,0.57,Ideal,F,VVS2,62.0,55.0,5.3,5.31,3.29,2339
24094,1.61,Premium,H,VS1,62.5,58.0,7.57,7.46,4.7,12242
32431,0.33,Ideal,E,VS2,62.5,55.0,4.46,4.41,2.77,792
34258,0.3,Ideal,F,VVS1,61.7,56.0,4.33,4.35,2.68,857
26235,2.02,Very Good,H,SI2,62.7,59.0,8.04,7.98,5.02,15666
13840,1.38,Premium,H,SI2,60.2,60.0,7.31,7.24,4.37,5641
42901,0.59,Good,F,SI1,59.1,58.0,5.46,5.5,3.24,1361
3984,0.9,Good,G,SI1,63.9,60.0,6.1,6.07,3.89,3512
20631,1.39,Premium,F,SI1,62.4,59.0,7.14,7.09,4.44,8925
28152,0.3,Ideal,H,VVS1,61.1,58.0,4.33,4.35,2.65,665
10454,1.0,Premium,H,SI1,61.5,58.0,6.45,6.37,3.94,4788
35869,0.32,Very Good,G,IF,62.1,53.0,4.4,4.45,2.75,918
46896,0.56,Ideal,F,VS2,61.3,54.0,5.37,5.34,3.28,1814
5676,0.95,Ideal,I,VS2,62.2,57.0,6.29,6.22,3.89,3884
5430,0.91,Ideal,J,VVS2,60.2,57.0,6.31,6.34,3.81,3826
46537,0.51,Ideal,E,VS2,61.7,54.0,5.18,5.13,3.18,1781
19865,1.57,Very Good,G,SI2,61.1,61.0,7.43,7.46,4.55,8419
44714,0.51,Ideal,E,VS2,62.0,54.0,5.16,5.13,3.19,1614
4062,0.31,Premium,D,SI1,62.0,58.0,4.3,4.35,2.68,571
36219,0.36,Premium,F,VS2,61.4,58.0,4.6,4.56,2.81,932
2322,1.01,Fair,H,SI2,64.5,54.0,6.26,6.15,4.0,3167
28743,0.31,Ideal,E,VS2,61.0,54.0,4.37,4.41,2.68,680
25857,1.41,Very Good,G,VVS1,61.2,55.0,7.22,7.25,4.43,14936
21606,1.77,Premium,J,SI1,61.3,59.0,7.83,7.71,4.76,9704
40173,0.38,Premium,D,VS2,58.7,61.0,4.77,4.74,2.79,1117
49166,0.71,Good,F,SI2,63.6,60.0,5.64,5.61,3.58,2072
28864,0.4,Ideal,E,SI1,63.2,56.0,4.66,4.71,2.96,684
41855,0.61,Premium,G,SI1,60.8,60.0,5.42,5.42,3.31,1255
31659,0.37,Ideal,I,VVS1,60.6,57.0,4.63,4.66,2.81,768
42619,0.32,Ideal,H,VS2,62.5,55.0,4.38,4.42,2.75,505
3346,0.62,Ideal,G,IF,60.3,57.0,5.54,5.61,3.35,3378
40319,0.4,Ideal,D,VS2,60.5,57.0,4.8,4.76,2.89,1125
18694,0.29,Ideal,E,VS1,60.6,55.0,4.33,4.35,2.63,619
49466,0.52,Very Good,G,VVS1,61.1,58.0,5.19,5.22,3.18,2113
36895,0.33,Ideal,H,IF,61.0,55.0,4.5,4.49,2.74,959
34810,0.3,Very Good,E,VVS2,63.2,59.0,4.28,4.27,2.7,878
28014,0.3,Ideal,E,VS2,62.6,54.0,4.29,4.33,2.7,658
12291,1.23,Ideal,J,VS2,61.5,57.0,6.9,6.95,4.26,5217
4252,0.91,Very Good,I,VS2,62.5,58.0,6.13,6.19,3.85,3579
35629,0.3,Very Good,H,VS2,62.6,58.0,4.22,4.28,2.66,473
50783,0.51,Ideal,G,VVS2,61.2,56.0,5.16,5.17,3.16,2303
29633,0.32,Ideal,J,VS1,62.0,54.7,4.39,4.42,2.73,442
48905,0.51,Very Good,F,VVS2,60.8,56.0,5.17,5.2,3.15,2041
7716,0.32,Ideal,H,VS1,61.4,55.0,4.43,4.49,2.74,580
31761,0.4,Premium,D,SI1,61.1,58.0,4.74,4.75,2.9,772
40404,0.54,Ideal,G,SI2,61.8,54.0,5.24,5.28,3.25,1133
48803,0.51,Ideal,F,VVS2,61.4,56.0,5.16,5.17,3.17,2025
33401,0.47,Fair,E,SI1,65.2,59.0,4.75,4.82,3.12,828
28916,0.3,Premium,G,VVS2,62.0,58.0,4.26,4.29,2.65,684
7465,0.9,Ideal,H,VS1,62.0,56.0,6.22,6.19,3.85,4234
30376,0.45,Very Good,F,SI2,61.5,61.0,4.9,4.95,3.03,729
35418,0.4,Premium,G,SI1,61.4,60.0,4.71,4.67,2.88,900
47443,0.55,Ideal,G,VS1,61.5,57.0,5.28,5.23,3.23,1856
43044,0.51,Ideal,H,VS2,61.6,55.0,5.16,5.19,3.19,1375
52317,0.33,Very Good,F,SI1,59.9,61.0,4.44,4.47,2.67,550
2634,0.71,Ideal,H,VS1,61.8,55.0,5.72,5.77,3.55,3229
30383,0.43,Very Good,I,VS1,60.9,55.0,4.89,4.99,3.01,730
1212,0.73,Very Good,F,VS2,62.7,58.0,5.73,5.75,3.6,2939
52616,0.71,Good,D,SI1,64.1,56.0,5.63,5.6,3.6,2547
46024,0.57,Ideal,E,VS2,60.4,57.0,5.36,5.4,3.25,1728
47942,0.51,Ideal,G,VVS2,62.4,56.0,5.1,5.13,3.19,1916
10008,0.9,Very Good,E,VS2,63.0,58.0,6.13,6.16,3.87,4707
1041,0.74,Good,E,SI1,62.8,61.0,5.74,5.76,3.61,2906
3681,0.76,Ideal,F,VS1,61.6,56.0,5.87,5.91,3.63,3446
17075,1.24,Premium,H,SI1,60.2,60.0,6.94,6.91,4.17,6808
28330,0.33,Ideal,F,VS2,61.6,55.0,4.45,4.48,2.75,666
44358,0.56,Very Good,I,VVS1,62.4,56.0,5.24,5.28,3.28,1580
25978,1.54,Premium,E,VS2,62.7,58.0,7.33,7.37,4.61,15178
3528,0.92,Fair,E,SI1,65.6,57.0,6.1,6.07,3.99,3407
26222,2.01,Fair,D,SI2,59.4,66.0,8.2,8.17,4.86,15627
11594,1.09,Premium,D,SI2,61.3,58.0,6.65,6.62,4.07,5042
6173,0.9,Good,F,SI1,63.9,59.0,6.09,6.06,3.88,3992
13971,1.04,Very Good,E,SI1,62.8,59.0,6.46,6.41,4.04,5689
26058,2.02,Good,F,SI2,61.9,61.0,8.06,8.02,4.98,15261
53556,0.76,Ideal,F,SI2,61.5,55.0,5.87,5.9,3.62,2694
8413,0.92,Good,F,VS2,63.1,57.0,6.11,6.16,3.87,4404
10195,0.91,Premium,E,VS2,62.8,59.0,6.17,6.15,3.87,4739
49076,0.54,Ideal,G,VVS2,61.5,57.0,5.21,5.26,3.22,2060
11464,1.01,Very Good,F,SI1,63.1,59.0,6.3,6.37,4.0,5010
19859,1.04,Ideal,F,VS2,61.6,56.0,6.53,6.55,4.03,8415
52493,0.6,Ideal,G,VVS1,62.0,55.5,5.37,5.42,3.35,2524
3237,0.9,Good,G,SI2,61.3,60.0,6.13,6.2,3.78,3353
8059,0.36,Very Good,H,VS2,61.0,55.0,4.62,4.66,2.83,583
22809,2.0,Premium,G,SI2,60.7,60.0,8.13,8.07,4.92,10833
31577,0.35,Ideal,E,VS2,61.7,55.0,4.54,4.57,2.81,767
41827,0.42,Ideal,G,IF,62.0,57.0,4.8,4.82,2.98,1251
24929,1.5,Ideal,G,VS1,61.8,56.0,7.38,7.31,4.54,13377
6935,1.12,Ideal,F,SI2,61.8,55.0,6.69,6.66,4.13,4140
6673,1.23,Ideal,H,I1,61.8,56.0,6.91,6.85,4.25,4098
20689,1.43,Ideal,G,SI1,62.6,57.0,7.18,7.14,4.48,8969
21457,1.51,Fair,D,SI2,64.7,57.0,7.17,7.24,4.66,9555
22781,1.29,Premium,F,VS1,61.3,61.0,7.05,6.95,4.29,10801
23671,1.5,Very Good,E,SI1,61.9,59.0,7.26,7.32,4.51,11717
44334,0.33,Premium,H,VS2,61.3,60.0,4.44,4.47,2.73,521
17096,1.51,Fair,H,SI2,65.5,56.0,7.18,7.13,4.69,6816
14653,1.2,Ideal,I,VS2,62.1,57.0,6.78,6.71,4.19,5914
38992,0.39,Very Good,E,VVS2,59.5,58.0,4.74,4.77,2.83,1054
39551,0.32,Ideal,G,VVS1,62.4,55.0,4.38,4.37,2.73,1080
39692,0.4,Ideal,F,VVS2,62.4,56.0,4.72,4.74,2.95,1088
1378,0.86,Very Good,G,SI2,62.6,56.0,6.01,6.07,3.78,2967
46443,0.53,Ideal,G,VS1,61.6,55.7,5.21,5.24,3.22,1772
37647,0.41,Very Good,H,VVS1,59.5,58.0,4.82,4.86,2.88,991
37618,0.23,Very Good,E,VVS1,58.8,61.0,3.98,4.01,2.35,485
31672,0.26,Ideal,F,VVS1,62.4,56.0,4.11,4.1,2.56,769
53739,0.73,Good,E,VS2,63.3,60.0,5.67,5.73,3.61,2723
45957,0.56,Ideal,F,VS2,61.6,55.0,5.29,5.32,3.27,1723
22169,1.12,Premium,F,VVS2,62.4,59.0,6.66,6.58,4.13,10211
12053,0.34,Premium,G,VS2,61.6,58.0,4.45,4.51,2.76,596
10166,1.03,Premium,E,SI2,61.8,56.0,6.5,6.47,4.01,4730
46336,0.58,Ideal,G,VS2,61.9,56.0,5.38,5.34,3.32,1758
2906,0.8,Good,G,VS1,63.2,60.1,5.77,5.85,3.67,3283
11124,1.1,Very Good,H,SI1,62.4,58.0,6.58,6.62,4.12,4938
16719,0.31,Very Good,E,VS1,64.0,55.0,4.29,4.33,2.76,610
53619,0.3,Ideal,I,VVS1,61.1,57.0,4.32,4.36,2.65,552
7168,0.92,Very Good,E,SI1,63.2,58.0,6.18,6.16,3.9,4183
32387,0.32,Very Good,D,VVS2,60.1,58.0,4.41,4.44,2.66,791
17821,1.33,Ideal,I,VS2,62.5,54.0,7.02,7.05,4.4,7186
16246,1.01,Premium,G,VS1,60.8,58.0,6.44,6.51,3.94,6499
18318,1.0,Premium,E,VS1,61.1,60.0,6.41,6.43,3.92,7452
22058,1.51,Good,G,SI1,63.3,58.0,7.2,7.26,4.58,10085
10384,0.36,Very Good,E,SI1,63.5,58.0,4.46,4.49,2.84,593
11978,1.08,Ideal,H,SI2,61.4,57.0,6.66,6.6,4.07,5141
9134,1.1,Very Good,I,SI1,62.0,59.0,6.54,6.59,4.07,4537
22268,1.23,Ideal,G,VVS2,62.7,56.0,6.81,6.84,4.28,10317
12779,1.0,Good,E,SI1,58.2,61.0,6.53,6.57,3.81,5330
46047,0.53,Ideal,H,VS1,61.9,55.0,5.18,5.21,3.22,1731
44749,0.52,Premium,I,VVS1,63.0,58.0,5.12,5.1,3.22,1619
1321,0.7,Very Good,F,VS1,60.1,58.0,5.73,5.79,3.46,2959
16478,1.08,Ideal,G,VS2,61.3,56.0,6.59,6.62,4.05,6586
21767,1.51,Good,E,SI2,63.2,56.0,7.26,7.32,4.61,9833
35516,0.43,Very Good,I,VVS1,63.0,56.0,4.83,4.86,3.05,905
31911,0.3,Premium,G,VS1,62.9,60.0,4.29,4.26,2.69,776
42320,0.41,Ideal,D,VVS2,62.1,56.0,4.76,4.78,2.96,1295
46066,0.7,Very Good,F,I1,63.2,61.0,5.57,5.48,3.49,1736
34760,0.41,Premium,E,SI2,61.3,59.0,4.85,4.8,2.96,876
47068,0.52,Ideal,D,VS2,61.3,56.0,5.15,5.2,3.17,1822
38300,0.37,Ideal,J,VS1,62.6,57.0,4.54,4.57,2.85,487
24089,1.52,Premium,H,VVS2,62.8,57.0,7.38,7.27,4.6,12232
40549,0.4,Ideal,E,VS2,61.4,57.0,4.78,4.75,2.92,1150
19086,1.02,Very Good,G,VVS1,62.1,59.0,6.36,6.39,3.96,7861
48570,0.46,Very Good,D,VVS1,61.6,59.0,4.92,4.97,3.05,1993
47302,0.25,Ideal,G,SI1,62.6,53.0,4.04,4.07,2.54,395
6122,1.02,Very Good,F,SI2,61.1,62.0,6.49,6.54,3.98,3984
50013,0.7,Ideal,F,SI1,61.3,57.0,5.76,5.79,3.54,2196
10279,1.02,Premium,H,SI1,59.2,58.0,6.6,6.57,3.9,4754
41189,0.44,Ideal,G,VVS1,61.3,56.0,4.91,4.93,3.01,1202
10520,1.04,Ideal,E,SI2,62.0,55.0,6.48,6.51,4.03,4804
24147,2.3,Ideal,J,SI1,62.3,57.0,8.41,8.34,5.22,12316
12016,1.26,Premium,I,SI2,60.1,59.0,7.0,6.91,4.18,5151
51455,0.71,Ideal,H,SI2,62.6,56.0,5.65,5.75,3.57,2376
36637,0.41,Good,D,SI1,63.8,56.0,4.72,4.68,3.0,947
47425,0.51,Ideal,E,VS1,61.5,56.0,5.16,5.11,3.16,1851
23608,1.52,Premium,F,SI1,62.6,59.0,7.27,7.36,4.58,11637
44557,0.52,Ideal,F,VS2,63.0,56.0,5.16,5.1,3.23,1605
35298,0.3,Very Good,I,VS1,60.8,59.0,4.3,4.32,2.62,473
39298,0.3,Ideal,I,VS1,62.0,58.0,4.28,4.3,2.66,491
37340,0.41,Good,E,VS2,63.1,64.0,4.66,4.63,2.93,981
45136,0.56,Premium,E,SI1,62.5,59.0,5.24,5.2,3.26,1653
4318,0.9,Good,E,SI2,64.1,58.0,6.04,6.09,3.89,3595
15566,1.03,Ideal,G,VS2,61.8,56.0,6.54,6.48,4.02,6241
6569,1.0,Very Good,E,SI2,59.5,63.0,6.47,6.41,3.83,4077
37640,0.41,Premium,H,VS1,58.2,59.0,4.92,4.88,2.85,990
22043,0.31,Premium,I,VS1,63.0,58.0,4.32,4.29,2.71,628
26147,2.0,Premium,H,SI2,60.7,60.0,8.11,8.07,4.91,15451
29886,0.3,Ideal,D,VS2,61.1,56.0,4.32,4.36,2.65,710
3861,0.72,Ideal,G,VS1,61.0,55.0,5.81,5.83,3.55,3478
15677,1.32,Ideal,J,VS2,62.3,57.0,6.96,7.0,4.35,6288
12551,1.14,Premium,G,SI1,63.0,59.0,6.68,6.62,4.19,5273
3423,0.7,Ideal,G,VS1,60.5,56.0,5.77,5.79,3.5,3384
6224,1.0,Very Good,E,SI2,59.5,63.0,6.41,6.47,3.83,4004
22464,1.52,Premium,D,SI2,61.6,56.0,7.47,7.39,4.58,10487
52971,0.37,Ideal,H,SI1,61.1,55.0,4.64,4.69,2.85,552
35233,0.36,Very Good,E,VS1,60.6,58.0,4.61,4.63,2.8,894
37326,0.49,Premium,F,SI2,60.8,60.0,5.12,5.04,3.09,980
34624,0.31,Premium,E,VS2,61.0,58.0,4.39,4.37,2.67,872
52847,0.61,Ideal,G,IF,61.7,55.0,5.44,5.49,3.37,2575
11339,1.01,Good,F,SI1,63.8,59.0,6.32,6.29,4.02,4989
34432,0.3,Ideal,G,IF,62.3,55.0,4.3,4.33,2.69,863
2800,1.04,Good,H,I1,63.9,58.0,6.42,6.35,4.08,3261
11667,1.22,Very Good,J,VS1,59.0,63.0,7.05,7.02,4.15,5056
27959,0.27,Ideal,I,VS1,62.2,54.0,4.16,4.2,2.6,432
25914,1.54,Ideal,G,VVS2,62.5,57.0,7.3,7.36,4.58,15059
51465,0.72,Premium,H,SI1,61.5,59.0,5.71,5.67,3.5,2376
33348,0.41,Premium,G,VS2,61.4,59.0,4.75,4.79,2.93,827
45676,0.52,Ideal,E,VS2,61.7,57.0,5.17,5.1,3.17,1694
15722,1.0,Premium,G,VS1,62.4,62.0,6.37,6.33,3.96,6290
33139,0.31,Premium,G,VVS1,62.1,59.0,4.34,4.39,2.71,816
47451,0.53,Ideal,D,VS2,61.7,55.0,5.21,5.23,3.22,1857
51517,0.72,Premium,E,SI1,62.1,58.0,5.72,5.69,3.54,2385
40263,0.33,Ideal,D,SI2,61.1,57.0,4.47,4.5,2.74,492
33629,0.33,Very Good,H,SI1,63.0,56.0,4.41,4.42,2.78,463
10278,1.21,Very Good,J,VS2,59.9,59.0,6.86,6.92,4.13,4754
41661,0.54,Ideal,J,VVS1,62.2,54.0,5.23,5.25,3.26,1239
7486,1.02,Good,F,SI2,63.8,53.0,6.46,6.37,4.09,4238
49450,0.75,Very Good,F,SI2,58.6,60.0,5.99,6.03,3.52,2111
44494,0.55,Very Good,F,VS2,62.5,62.0,5.2,5.24,3.26,1599
10382,0.41,Very Good,H,SI2,61.5,59.0,4.8,4.82,2.96,593
12913,1.13,Premium,G,SI1,60.9,60.0,6.76,6.67,4.09,5376
46637,0.3,Good,E,SI1,63.7,58.0,4.24,4.27,2.71,526
52000,0.81,Very Good,I,VS2,62.6,59.7,5.86,5.92,3.69,2444
18719,0.3,Very Good,G,VS1,60.3,57.0,4.33,4.35,2.62,620
21333,1.53,Premium,G,SI1,58.4,59.0,7.62,7.55,4.43,9476
50285,0.31,Ideal,D,SI1,62.3,55.0,4.33,4.34,2.7,541
53817,0.71,Very Good,E,SI1,61.3,59.0,5.69,5.73,3.5,2735
10645,1.04,Ideal,I,SI1,61.7,55.0,6.5,6.54,4.02,4836
43342,0.51,Good,F,SI1,63.6,58.0,5.08,5.05,3.22,1406
53733,0.82,Premium,F,SI2,60.3,57.0,6.07,6.03,3.65,2723
17528,1.26,Premium,H,SI1,61.3,57.0,7.01,6.93,4.27,7056
33753,0.31,Ideal,F,VVS1,62.0,54.0,4.34,4.37,2.7,840
12362,0.26,Very Good,E,VVS2,62.6,58.0,4.07,4.11,2.56,597
7308,0.7,Ideal,E,VVS2,61.6,56.0,5.72,5.75,3.53,4205
53643,0.7,Premium,E,SI1,60.7,58.0,5.74,5.73,3.48,2703
25138,1.62,Premium,G,VS2,62.3,58.0,7.54,7.49,4.68,13702
4003,0.71,Ideal,D,VS1,60.9,57.0,5.74,5.76,3.5,3518
25591,1.2,Ideal,F,IF,61.6,57.0,6.84,6.79,4.2,14430
30879,0.33,Premium,E,SI1,60.3,60.0,4.49,4.47,2.7,743
5572,1.14,Premium,J,SI2,60.4,59.0,6.8,6.74,4.09,3861
39271,0.31,Ideal,F,SI1,61.7,55.0,4.35,4.37,2.69,490
50560,0.72,Very Good,H,SI1,61.5,56.0,5.77,5.8,3.56,2277
37759,0.44,Premium,E,SI1,62.3,58.0,4.88,4.85,3.03,998
14054,0.3,Premium,F,VS2,61.1,59.0,4.29,4.32,2.63,605
42579,0.51,Ideal,G,SI1,61.3,55.0,5.18,5.22,3.19,1329
39748,0.5,Ideal,F,SI2,60.9,57.0,5.15,5.1,3.12,1094
28544,0.3,Premium,H,VS1,61.4,59.0,4.33,4.3,2.65,675
5582,1.12,Ideal,E,SI2,60.9,57.0,6.66,6.6,4.04,3864
38373,0.51,Ideal,J,SI1,62.5,58.0,5.11,5.13,3.2,1023
50945,0.57,Ideal,F,VVS2,60.2,57.0,5.38,5.41,3.25,2321
2862,0.95,Ideal,J,SI1,63.0,56.0,6.32,6.26,3.96,3275
1204,0.7,Ideal,D,SI2,62.6,54.0,5.69,5.72,3.57,2936
36937,0.23,Very Good,E,VVS1,60.2,59.0,3.97,4.01,2.4,478
2415,0.72,Ideal,H,VVS1,60.8,58.0,5.77,5.8,3.52,3180
1931,0.72,Very Good,E,SI2,61.0,59.0,5.73,5.78,3.51,3084
14087,1.27,Very Good,H,SI2,60.6,59.0,6.97,7.0,4.23,5715
10544,1.1,Ideal,F,SI2,60.4,55.0,6.73,6.77,4.08,4809
13412,1.02,Ideal,E,SI1,62.3,54.0,6.45,6.49,4.03,5509
13171,1.2,Fair,F,SI2,63.4,60.0,6.56,6.65,4.19,5445
1559,0.61,Ideal,E,VS1,61.3,54.0,5.53,5.5,3.38,3004
25537,2.1,Premium,J,VS2,61.3,59.0,8.27,8.21,5.05,14359
6676,0.9,Very Good,F,SI1,62.8,59.0,6.1,6.16,3.85,4099
34157,0.33,Premium,G,VS1,61.9,58.0,4.46,4.43,2.75,854
26090,2.51,Ideal,H,SI1,62.9,56.0,8.65,8.61,5.43,15324
52868,0.73,Ideal,E,SI1,61.9,57.0,5.74,5.79,3.57,2581
36966,0.41,Premium,G,VS1,62.7,57.0,4.77,4.74,2.98,961
43858,0.71,Very Good,F,I1,63.2,55.0,5.64,5.57,3.54,1448
9053,0.34,Ideal,I,SI1,61.9,57.0,4.52,4.49,2.79,589
18260,1.21,Very Good,G,VS2,63.1,60.0,6.72,6.66,4.22,7416
11091,1.0,Ideal,D,SI1,62.5,55.0,6.43,6.38,4.0,4928
6343,1.2,Premium,H,SI2,59.8,58.0,6.92,6.83,4.11,4032
26540,2.09,Very Good,F,SI2,62.5,60.0,8.14,8.06,5.06,16210
11705,0.34,Premium,E,SI1,59.3,58.0,4.55,4.59,2.71,596
1516,0.88,Very Good,I,VS1,63.3,55.0,6.11,6.06,3.85,2996
12360,0.26,Very Good,E,VVS2,63.0,58.0,4.0,4.03,2.53,597
13439,1.46,Premium,I,SI2,62.4,59.0,7.21,7.16,4.49,5519
52174,0.7,Premium,E,SI2,62.8,59.0,5.69,5.64,3.56,2475
21407,1.02,Ideal,F,VVS2,61.1,56.3,6.48,6.52,3.97,9521
2077,0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56,3108
6736,0.3,Very Good,E,VS1,61.5,57.0,4.28,4.31,2.64,578
35747,0.3,Premium,D,VS2,62.8,59.0,4.28,4.26,2.68,911
33627,0.33,Premium,E,SI2,59.7,58.0,4.48,4.53,2.69,463
8634,1.04,Very Good,J,VS2,59.5,59.0,6.59,6.66,3.94,4451
5869,0.92,Fair,H,VS1,56.0,60.0,6.53,6.51,3.65,3924
32391,0.4,Very Good,E,VS2,63.0,58.0,4.7,4.73,2.97,791
52373,0.72,Very Good,H,SI1,60.3,55.0,5.84,5.85,3.52,2505
26597,2.01,Ideal,J,VS1,60.9,56.0,8.14,8.18,4.97,16319
17847,1.07,Ideal,G,VS1,62.0,56.0,6.58,6.52,4.06,7198
46903,0.56,Premium,D,SI1,61.9,58.0,5.33,5.27,3.28,1814
27347,1.74,Premium,G,VS1,62.4,58.0,7.71,7.61,4.78,17904
48429,0.7,Ideal,H,SI2,63.1,54.0,5.64,5.68,3.57,1973
25155,1.5,Very Good,F,VS2,62.6,59.0,7.21,7.26,4.53,13728
33507,0.44,Premium,G,VS2,60.6,58.0,4.9,4.96,2.99,828
50084,0.71,Very Good,G,SI1,62.1,58.0,5.68,5.72,3.54,2206
4280,1.0,Premium,H,SI2,61.3,57.0,6.45,6.4,3.94,3584
24370,0.41,Ideal,J,VS2,62.2,54.4,4.72,4.75,2.95,637
18081,1.01,Good,G,VVS2,58.2,55.0,6.65,6.68,3.88,7306
7027,1.12,Ideal,G,SI2,62.8,54.0,6.7,6.64,4.19,4158
39653,0.42,Premium,G,VS2,59.8,58.0,4.9,4.86,2.92,1087
20701,0.31,Very Good,H,VVS2,61.9,58.0,4.3,4.33,2.67,625
36938,0.23,Very Good,E,VVS1,61.7,59.0,3.97,4.0,2.46,478
30253,0.43,Premium,G,SI1,62.6,59.0,4.8,4.82,3.01,724
48572,0.59,Very Good,E,VS1,61.6,61.0,5.34,5.37,3.3,1993
12378,0.36,Ideal,J,SI1,61.6,56.0,4.61,4.58,2.83,597
27315,2.0,Premium,D,SI2,61.6,59.0,8.2,8.09,5.02,17835
15215,1.01,Premium,G,VS2,62.1,54.0,6.5,6.36,3.99,6108
51873,0.7,Good,H,VVS2,63.7,54.0,5.72,5.62,3.61,2427
7605,0.73,Ideal,D,VS1,61.9,55.0,5.78,5.81,3.59,4258
24434,2.54,Ideal,I,SI2,61.4,54.0,8.83,8.78,5.41,12687
29788,0.3,Premium,D,SI1,60.6,60.0,4.32,4.3,2.61,709
4348,0.72,Ideal,E,VS2,61.5,56.0,5.77,5.81,3.56,3601
28955,0.25,Premium,E,VS1,61.5,60.0,4.02,4.04,2.48,435
15021,1.0,Premium,G,VS2,63.0,58.0,6.4,6.33,4.01,6048
37228,0.4,Ideal,E,VS2,62.3,56.0,4.75,4.72,2.95,975
2811,0.7,Premium,E,VVS1,61.7,59.0,5.67,5.71,3.51,3265
27771,0.32,Ideal,H,VS2,62.8,55.0,4.41,4.38,2.76,648
40756,0.4,Ideal,F,VVS2,62.4,57.0,4.73,4.69,2.94,1163
27183,2.08,Ideal,H,SI1,61.3,56.0,8.24,8.27,5.06,17469
19069,1.51,Premium,J,VS1,62.3,59.0,7.31,7.34,4.56,7848
23577,1.5,Premium,F,SI1,61.4,59.0,7.34,7.31,4.5,11588
16182,1.25,Ideal,E,SI1,61.1,57.0,6.93,6.89,4.22,6468
33113,0.31,Premium,D,VS2,61.7,58.0,4.37,4.32,2.68,816
2861,0.7,Very Good,F,VVS2,61.6,63.0,5.65,5.69,3.49,3275
24561,1.53,Ideal,H,VVS2,61.9,57.0,7.39,7.35,4.56,12848
43546,0.53,Premium,F,SI1,62.0,59.0,5.23,5.16,3.22,1428
29821,0.3,Premium,F,VS1,61.0,60.0,4.3,4.22,2.6,709
45329,0.32,Ideal,G,VS2,62.1,56.0,4.36,4.4,2.72,524
32707,0.31,Premium,F,VS2,61.7,58.0,4.38,4.34,2.69,802
2131,0.92,Good,I,SI1,57.4,65.0,6.42,6.48,3.7,3122
52747,0.71,Ideal,H,VS1,62.4,56.0,5.66,5.71,3.55,2559
25653,2.14,Very Good,J,SI1,62.3,59.0,8.24,8.26,5.14,14556
35263,0.3,Ideal,E,VVS1,61.8,56.0,4.3,4.31,2.66,895
19481,1.67,Premium,H,SI2,62.6,60.0,7.57,7.52,4.72,8118
34820,0.3,Premium,H,VVS1,62.7,59.0,4.32,4.29,2.7,878
